quote,author,tags,tags_str,combined
"Did you know that 'I told you so' has a brother,Jacob?"" she asked cutting me off. ""His name is 'Shut the hell up'.",Stephenie Meyer,[],none,"Quote: ""Did you know that 'I told you so' has a brother,Jacob?"" she asked cutting me off. ""His name is 'Shut the hell up'."" by Stephenie Meyer. Tags: none"
"When we least expect it, life sets us a challenge to test our courage and willingness to change; at such a moment, there is no point in pretending that nothing has happened or in saying that we are not yet ready. The challenge will not wait. Life does not look back. A week is more than enough time for us to decide whether or not to accept our destiny.",Paulo Coelho,[],none,"Quote: ""When we least expect it, life sets us a challenge to test our courage and willingness to change; at such a moment, there is no point in pretending that nothing has happened or in saying that we are not yet ready. The challenge will not wait. Life does not look back. A week is more than enough time for us to decide whether or not to accept our destiny."" by Paulo Coelho. Tags: none"
May the odds be ever in your favor!,Suzanne Collins,[],none,"Quote: ""May the odds be ever in your favor!"" by Suzanne Collins. Tags: none"
"How nice -- to feel nothing, and still get full credit for being alive.",Kurt Vonnegut,[],none,"Quote: ""How nice -- to feel nothing, and still get full credit for being alive."" by Kurt Vonnegut. Tags: none"
"I always channel my emotions into my work. That way, I don't hurt anyone but myself.",Suzanne Collins,[],none,"Quote: ""I always channel my emotions into my work. That way, I don't hurt anyone but myself."" by Suzanne Collins. Tags: none"
"In time, the hurt began to fade and it was easier to just let it go. At least I thought it was. But in every boy I met in the next few years, I found myself looking for you, and when the feelings got too strong, I'd write you another letter. But I never sent them for fear of what I might find. By then, you'd gone on with your life and I didn't want to think about you loving someone else. I wanted to remember us like we were that summer. I didn't ever want to lose that.",Nicholas Sparks,[],none,"Quote: ""In time, the hurt began to fade and it was easier to just let it go. At least I thought it was. But in every boy I met in the next few years, I found myself looking for you, and when the feelings got too strong, I'd write you another letter. But I never sent them for fear of what I might find. By then, you'd gone on with your life and I didn't want to think about you loving someone else. I wanted to remember us like we were that summer. I didn't ever want to lose that."" by Nicholas Sparks. Tags: none"
"Really, the combination of the scabs and the ointment looks hideous. I can't help enjoying his distress.""Poor Finnick. Is this the first time in your life you haven't looked pretty?"" I say.""It must be. The sensation's completely new. How have you managed it all these years?"" he asks.""Just avoid mirrors. You'll forget about it,"" I say.""Not if I keep looking at you,"" he says.",Suzanne Collins,[],none,"Quote: ""Really, the combination of the scabs and the ointment looks hideous. I can't help enjoying his distress.""Poor Finnick. Is this the first time in your life you haven't looked pretty?"" I say.""It must be. The sensation's completely new. How have you managed it all these years?"" he asks.""Just avoid mirrors. You'll forget about it,"" I say.""Not if I keep looking at you,"" he says."" by Suzanne Collins. Tags: none"
"I fell in love with you, smartass, because you were one of usâ€”because you werenâ€™t afraid of me, and you decided to end your spectacular victory by throwing that piece of bone at Amarantha like a javelin. I felt Cassianâ€™s spirit beside me in that moment, and could have sworn I heard him say, â€˜If you donâ€™t marry her, you stupid prick, I will.",Sarah J. Maas,[],none,"Quote: ""I fell in love with you, smartass, because you were one of usâ€”because you werenâ€™t afraid of me, and you decided to end your spectacular victory by throwing that piece of bone at Amarantha like a javelin. I felt Cassianâ€™s spirit beside me in that moment, and could have sworn I heard him say, â€˜If you donâ€™t marry her, you stupid prick, I will."" by Sarah J. Maas. Tags: none"
As it has been said:Love and a coughcannot be concealed.Even a small cough.Even a small love.,Anne Sexton,[],none,"Quote: ""As it has been said:Love and a coughcannot be concealed.Even a small cough.Even a small love."" by Anne Sexton. Tags: none"
"By the pricking of my thumbs, Something wicked this way comes.",William Shakespeare,[],none,"Quote: ""By the pricking of my thumbs, Something wicked this way comes."" by William Shakespeare. Tags: none"
Ask not what you can do for your country. Ask whatâ€™s for lunch.,Orson Welles,[],none,"Quote: ""Ask not what you can do for your country. Ask whatâ€™s for lunch."" by Orson Welles. Tags: none"
"The pleasure of remembering had been taken from me, because there was no longer anyone to remember with. It felt like losing your co-rememberer meant losing the memory itself, as if the things we'd done were less real and important than they had been hours before.",John Green,[],none,"Quote: ""The pleasure of remembering had been taken from me, because there was no longer anyone to remember with. It felt like losing your co-rememberer meant losing the memory itself, as if the things we'd done were less real and important than they had been hours before."" by John Green. Tags: none"
No one has ever become poor by giving.,Anne Frank,[],none,"Quote: ""No one has ever become poor by giving."" by Anne Frank. Tags: none"
"Of all the words of mice and men, the saddest are, ""It might have been.",Kurt Vonnegut,[],none,"Quote: ""Of all the words of mice and men, the saddest are, ""It might have been."" by Kurt Vonnegut. Tags: none"
Time is the longest distance between two places.,Tennessee Williams,[],none,"Quote: ""Time is the longest distance between two places."" by Tennessee Williams. Tags: none"
"Lost opportunities, lost possibilities, feelings we can never get back. That's part of what it means to be alive. But inside our heads - at least that's where I imagine it - there's a little room where we store those memories. A room like the stacks in this library. And to understand the workings of our own heart we have to keep on making new reference cards. We have to dust things off every once in awhile, let in fresh air, change the water in the flower vases. In other words, you'll live forever in your own private library.",Haruki Murakami,[],none,"Quote: ""Lost opportunities, lost possibilities, feelings we can never get back. That's part of what it means to be alive. But inside our heads - at least that's where I imagine it - there's a little room where we store those memories. A room like the stacks in this library. And to understand the workings of our own heart we have to keep on making new reference cards. We have to dust things off every once in awhile, let in fresh air, change the water in the flower vases. In other words, you'll live forever in your own private library."" by Haruki Murakami. Tags: none"
"Hope can be a powerful force. Maybe there's no actual magic in it, but when you know what you hope for most and hold it like a light within you, you can make things happen, almost like magic.",Laini Taylor,[],none,"Quote: ""Hope can be a powerful force. Maybe there's no actual magic in it, but when you know what you hope for most and hold it like a light within you, you can make things happen, almost like magic."" by Laini Taylor. Tags: none"
"Tomorrow may be hell, but today was a good writing day, and on the good writing days nothing else matters.",Neil Gaiman,[],none,"Quote: ""Tomorrow may be hell, but today was a good writing day, and on the good writing days nothing else matters."" by Neil Gaiman. Tags: none"
"Forgive, O Lord, my little jokes on TheeAnd I'll forgive Thy great big one on me.",Robert Frost,[],none,"Quote: ""Forgive, O Lord, my little jokes on TheeAnd I'll forgive Thy great big one on me."" by Robert Frost. Tags: none"
"My concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.",Abraham Lincoln,[],none,"Quote: ""My concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right."" by Abraham Lincoln. Tags: none"
"I love books, by the way, way more than movies. Movies tell you what to think. A good book lets you choose a few thoughts for yourself. Movies show you the pink house. A good book tells you there's a pink house and lets you paint some of the finishing touches, maybe choose the roof style,park your own car out front. My imagination has always topped anything a movie could come up with. Case in point, those darned Harry Potter movies. That was so not what that part-Veela-chick, Fleur Delacour, looked like.",Karen Marie Moning,[],none,"Quote: ""I love books, by the way, way more than movies. Movies tell you what to think. A good book lets you choose a few thoughts for yourself. Movies show you the pink house. A good book tells you there's a pink house and lets you paint some of the finishing touches, maybe choose the roof style,park your own car out front. My imagination has always topped anything a movie could come up with. Case in point, those darned Harry Potter movies. That was so not what that part-Veela-chick, Fleur Delacour, looked like."" by Karen Marie Moning. Tags: none"
"Sometimes beautiful things come into our lives out of nowhere. We can't always understand them, but we have to trust in them. I know you want to question everything, but sometimes it pays to just have a little faith.",Lauren Kate,[],none,"Quote: ""Sometimes beautiful things come into our lives out of nowhere. We can't always understand them, but we have to trust in them. I know you want to question everything, but sometimes it pays to just have a little faith."" by Lauren Kate. Tags: none"
"Remember, darkness does not always equate to evil, just as light does not always bring good.",P.C. Cast,[],none,"Quote: ""Remember, darkness does not always equate to evil, just as light does not always bring good."" by P.C. Cast. Tags: none"
A diary with no drawings of me in it? Where are the torrid fantasies? The romance covers?,Cassandra Clare,[],none,"Quote: ""A diary with no drawings of me in it? Where are the torrid fantasies? The romance covers?"" by Cassandra Clare. Tags: none"
Do not be afraid; our fateCannot be taken from us; it is a gift.,Dante Alighieri,[],none,"Quote: ""Do not be afraid; our fateCannot be taken from us; it is a gift."" by Dante Alighieri. Tags: none"
"He accused me of being Dumbledore's man through and through.""""How very rude of him.""""I told him I was.""Dumbledore opened his mouth to speak and then closed it again. Fawkes the phoenix let out a low, soft, musical cry. To Harry's intense embarrassment, he suddenly realized that Dumbledore's bright blue eyes looked rather watery, and stared hastily at his own knee. When Dumbledore spoke, however, his voice was quite steady. ""I am very touched, Harry.",J.K. Rowling,[],none,"Quote: ""He accused me of being Dumbledore's man through and through.""""How very rude of him.""""I told him I was.""Dumbledore opened his mouth to speak and then closed it again. Fawkes the phoenix let out a low, soft, musical cry. To Harry's intense embarrassment, he suddenly realized that Dumbledore's bright blue eyes looked rather watery, and stared hastily at his own knee. When Dumbledore spoke, however, his voice was quite steady. ""I am very touched, Harry."" by J.K. Rowling. Tags: none"
I meant what I said and I said what I meant. An elephant's faithful one-hundred percent!,Dr. Seuss,[],none,"Quote: ""I meant what I said and I said what I meant. An elephant's faithful one-hundred percent!"" by Dr. Seuss. Tags: none"
Faith is not the belief that God will do what you want. It is the belief that God will do what is right.,Max Lucado,[],none,"Quote: ""Faith is not the belief that God will do what you want. It is the belief that God will do what is right."" by Max Lucado. Tags: none"
To shine your brightest light is to be who you truly are.,Roy T. Bennett,[],none,"Quote: ""To shine your brightest light is to be who you truly are."" by Roy T. Bennett. Tags: none"
Sometimes you read a book so special that you want to carry it around with you for months after you've finished just to stay near it.,Markus Zusak,[],none,"Quote: ""Sometimes you read a book so special that you want to carry it around with you for months after you've finished just to stay near it."" by Markus Zusak. Tags: none"
That's what careless words do. They make people love you a little less.,Arundhati Roy,[],none,"Quote: ""That's what careless words do. They make people love you a little less."" by Arundhati Roy. Tags: none"
Animals are my friends...and I don't eat my friends.,George Bernard Shaw,[],none,"Quote: ""Animals are my friends...and I don't eat my friends."" by George Bernard Shaw. Tags: none"
"In individuals, insanity is rare; but in groups, parties, nations and epochs, it is the rule.",Friedrich Nietzsche,[],none,"Quote: ""In individuals, insanity is rare; but in groups, parties, nations and epochs, it is the rule."" by Friedrich Nietzsche. Tags: none"
"What day is it?â€� asked Pooh. â€œItâ€™s today,â€� squeaked Piglet.â€œMy favorite day,â€� said Pooh.",A.A. Milne,[],none,"Quote: ""What day is it?â€� asked Pooh. â€œItâ€™s today,â€� squeaked Piglet.â€œMy favorite day,â€� said Pooh."" by A.A. Milne. Tags: none"
Crying is for plain women. Pretty women go shopping.,Oscar Wilde,[],none,"Quote: ""Crying is for plain women. Pretty women go shopping."" by Oscar Wilde. Tags: none"
"What do we live for, if it is not to make life less difficult for each other?",George Eliot,[],none,"Quote: ""What do we live for, if it is not to make life less difficult for each other?"" by George Eliot. Tags: none"
"I do not think, sir, you have any right to command me, merely because you are older than I, or because you have seen more of the world than I have; your claim to superiority depends on the use you have made of your time and experience.",Charlotte BrontÃ«,[],none,"Quote: ""I do not think, sir, you have any right to command me, merely because you are older than I, or because you have seen more of the world than I have; your claim to superiority depends on the use you have made of your time and experience."" by Charlotte BrontÃ«. Tags: none"
"Ah, music,"" he said, wiping his eyes. ""A magic beyond all we do here!",J.K. Rowling,[],none,"Quote: ""Ah, music,"" he said, wiping his eyes. ""A magic beyond all we do here!"" by J.K. Rowling. Tags: none"
"Sometimes, when I have to do something I don't want to do, I pretend I'm a character from a book. It's easier to know what they would do.",Cassandra Clare,[],none,"Quote: ""Sometimes, when I have to do something I don't want to do, I pretend I'm a character from a book. It's easier to know what they would do."" by Cassandra Clare. Tags: none"
Art washes away from the soul the dust of everyday life.,Pablo Picasso,[],none,"Quote: ""Art washes away from the soul the dust of everyday life."" by Pablo Picasso. Tags: none"
"When I was about eight, I decided that the most wonderful thing, next to a human being, was a book.",Margaret Walker,[],none,"Quote: ""When I was about eight, I decided that the most wonderful thing, next to a human being, was a book."" by Margaret Walker. Tags: none"
Knowing too much of your future is never a good thing.,Rick Riordan,[],none,"Quote: ""Knowing too much of your future is never a good thing."" by Rick Riordan. Tags: none"
"You must not lose faith in humanity. Humanity is like an ocean; if a few drops of the ocean are dirty, the ocean does not become dirty.",Mahatma Gandhi,[],none,"Quote: ""You must not lose faith in humanity. Humanity is like an ocean; if a few drops of the ocean are dirty, the ocean does not become dirty."" by Mahatma Gandhi. Tags: none"
"There are so many ways to be brave in this world. Sometimes bravery involves laying down your life for something bigger than yourself, or for someone else. Sometimes it involves giving up everything you have ever known, or everyone you have ever loved, for the sake of something greater.But sometimes it doesn't.Sometimes it is nothing more than gritting your teeth through pain, and the work of every day, the slow walk toward a better life. That is the sort of bravery I must have now.",Veronica Roth,[],none,"Quote: ""There are so many ways to be brave in this world. Sometimes bravery involves laying down your life for something bigger than yourself, or for someone else. Sometimes it involves giving up everything you have ever known, or everyone you have ever loved, for the sake of something greater.But sometimes it doesn't.Sometimes it is nothing more than gritting your teeth through pain, and the work of every day, the slow walk toward a better life. That is the sort of bravery I must have now."" by Veronica Roth. Tags: none"
Be thankful for everything that happens in your life; itâ€™s all an experience.,Roy T. Bennett,[],none,"Quote: ""Be thankful for everything that happens in your life; itâ€™s all an experience."" by Roy T. Bennett. Tags: none"
"The reason it hurts so much to separate is because our souls are connected. Maybe they always have been and will be. Maybe we've lived a thousand lives before this one and in each of them we've found each other. And maybe each time, we've been forced apart for the same reasons. That means that this goodbye is both a goodbye for the past ten thousand years and a prelude to what will come.",Nicholas Sparks,[],none,"Quote: ""The reason it hurts so much to separate is because our souls are connected. Maybe they always have been and will be. Maybe we've lived a thousand lives before this one and in each of them we've found each other. And maybe each time, we've been forced apart for the same reasons. That means that this goodbye is both a goodbye for the past ten thousand years and a prelude to what will come."" by Nicholas Sparks. Tags: none"
"I'm going to wake Peeta,"" I say.""No, wait,"" says Finnick. ""Let's do it together. Put our faces right in front of his.""Well, there's so little opportunity for fun left in my life, I agree. We position ourselves on either side of Peeta, lean over until our faces are inches frim his nose, and give him a shake. ""Peeta. Peeta, wake up,"" I say in a soft, singsong voice.His eyelids flutter open and then he jumps like we've stabbed him. ""Aa!""Finnick and I fall back in the sand, laughing our heads off. Every time we try to stop, we look at Peeta's attempt to maintain a disdainful expression and it sets us off again.",Suzanne Collins,[],none,"Quote: ""I'm going to wake Peeta,"" I say.""No, wait,"" says Finnick. ""Let's do it together. Put our faces right in front of his.""Well, there's so little opportunity for fun left in my life, I agree. We position ourselves on either side of Peeta, lean over until our faces are inches frim his nose, and give him a shake. ""Peeta. Peeta, wake up,"" I say in a soft, singsong voice.His eyelids flutter open and then he jumps like we've stabbed him. ""Aa!""Finnick and I fall back in the sand, laughing our heads off. Every time we try to stop, we look at Peeta's attempt to maintain a disdainful expression and it sets us off again."" by Suzanne Collins. Tags: none"
"The moon is a loyal companion.It never leaves. Itâ€™s always there, watching, steadfast, knowing us in our light and dark moments, changing forever just as we do. Every day itâ€™s a different version of itself. Sometimes weak and wan, sometimes strong and full of light. The moon understands what it means to be human.Uncertain. Alone. Cratered by imperfections.",Tahereh Mafi,[],none,"Quote: ""The moon is a loyal companion.It never leaves. Itâ€™s always there, watching, steadfast, knowing us in our light and dark moments, changing forever just as we do. Every day itâ€™s a different version of itself. Sometimes weak and wan, sometimes strong and full of light. The moon understands what it means to be human.Uncertain. Alone. Cratered by imperfections."" by Tahereh Mafi. Tags: none"
"They say time heals all wounds, but that presumes the source of the grief is finite",Cassandra Clare,[],none,"Quote: ""They say time heals all wounds, but that presumes the source of the grief is finite"" by Cassandra Clare. Tags: none"
I have the simplest tastes. I am always satisfied with the best.,Oscar Wilde,[],none,"Quote: ""I have the simplest tastes. I am always satisfied with the best."" by Oscar Wilde. Tags: none"
"If you know someone whoâ€™s depressed, please resolve never to ask them why. Depression isnâ€™t a straightforward response to a bad situation; depression just is, like the weather.Try to understand the blackness, lethargy, hopelessness, and loneliness theyâ€™re going through. Be there for them when they come through the other side. Itâ€™s hard to be a friend to someone whoâ€™s depressed, but it is one of the kindest, noblest, and best things you will ever do.",Stephen Fry,[],none,"Quote: ""If you know someone whoâ€™s depressed, please resolve never to ask them why. Depression isnâ€™t a straightforward response to a bad situation; depression just is, like the weather.Try to understand the blackness, lethargy, hopelessness, and loneliness theyâ€™re going through. Be there for them when they come through the other side. Itâ€™s hard to be a friend to someone whoâ€™s depressed, but it is one of the kindest, noblest, and best things you will ever do."" by Stephen Fry. Tags: none"
"Friendship marks a life even more deeply than love. Love risks degenerating into obsession, friendship is never anything but sharing.",Elie Wiesel,[],none,"Quote: ""Friendship marks a life even more deeply than love. Love risks degenerating into obsession, friendship is never anything but sharing."" by Elie Wiesel. Tags: none"
"Peeta, how come I never know when you're having a nightmare?â€� I say.â€œI don't know. I don't think I cry out or thrash around or anything. I just come to, paralyzed with terror,â€� he says.â€œYou should wake me,â€� I say, thinking about how I can interrupt his sleep two or three times on a bad night. About how long it can take to calm me down.â€œIt's not necessary. My nightmares are usually about losing you,â€� he says. â€œI'm okay once I realize you're here.",Suzanne Collins,[],none,"Quote: ""Peeta, how come I never know when you're having a nightmare?â€� I say.â€œI don't know. I don't think I cry out or thrash around or anything. I just come to, paralyzed with terror,â€� he says.â€œYou should wake me,â€� I say, thinking about how I can interrupt his sleep two or three times on a bad night. About how long it can take to calm me down.â€œIt's not necessary. My nightmares are usually about losing you,â€� he says. â€œI'm okay once I realize you're here."" by Suzanne Collins. Tags: none"
I'm a success today because I had a friend who believed in me and I didn't have the heart to let him down.,Abraham Lincoln,[],none,"Quote: ""I'm a success today because I had a friend who believed in me and I didn't have the heart to let him down."" by Abraham Lincoln. Tags: none"
"You may encounter many defeats, but you must not be defeated. In fact, it may be necessary to encounter the defeats, so you can know who you are, what you can rise from, how you can still come out of it.",Maya Angelou,[],none,"Quote: ""You may encounter many defeats, but you must not be defeated. In fact, it may be necessary to encounter the defeats, so you can know who you are, what you can rise from, how you can still come out of it."" by Maya Angelou. Tags: none"
Sell your cleverness and buy bewilderment.,Rumi,[],none,"Quote: ""Sell your cleverness and buy bewilderment."" by Rumi. Tags: none"
The scar had not pained Harry for nineteen years. All was well.,J.K. Rowling,[],none,"Quote: ""The scar had not pained Harry for nineteen years. All was well."" by J.K. Rowling. Tags: none"
"Have you really read all those books in your room?â€�Alaska laughing- â€œOh God no. Iâ€™ve maybe read a third of â€˜em. But Iâ€™m going to read them all. I call it my Lifeâ€™s Library. Every summer since I was little, Iâ€™ve gone to garage sales and bought all the books that looked interesting. So I always have something to read.",John Green,[],none,"Quote: ""Have you really read all those books in your room?â€�Alaska laughing- â€œOh God no. Iâ€™ve maybe read a third of â€˜em. But Iâ€™m going to read them all. I call it my Lifeâ€™s Library. Every summer since I was little, Iâ€™ve gone to garage sales and bought all the books that looked interesting. So I always have something to read."" by John Green. Tags: none"
"Strange as it may seem, I still hope for the best, even though the best, like an interesting piece of mail, so rarely arrives, and even when it does it can be lost so easily.",Lemony Snicket,[],none,"Quote: ""Strange as it may seem, I still hope for the best, even though the best, like an interesting piece of mail, so rarely arrives, and even when it does it can be lost so easily."" by Lemony Snicket. Tags: none"
Ever has it been that love knows not its own depth until the hour of separation.,Kahlil Gibran,[],none,"Quote: ""Ever has it been that love knows not its own depth until the hour of separation."" by Kahlil Gibran. Tags: none"
"He was gone, and I did not have time to tell him what I had just now realized: that I forgave him, and that she forgave us, and that we had to forgive to survive in the labyrinth. There were so many of us who would have to live with things done and things left undone that day. Things that did not go right, things that seemed okay at the time because we could not see the future. If only we could see the endless string of consequences that result from our smallest actions. But we canâ€™t know better until knowing better is useless. And as I walked back to give Takumiâ€™s note to the Colonel, I saw that I would never know. I would never know her well enough to know her thoughts in those last minutes, would never know if she left us on purpose. But the not-knowing would not keep me from caring, and I would always love Alaska Young, my crooked neighbor, with all my crooked heart.",John Green,[],none,"Quote: ""He was gone, and I did not have time to tell him what I had just now realized: that I forgave him, and that she forgave us, and that we had to forgive to survive in the labyrinth. There were so many of us who would have to live with things done and things left undone that day. Things that did not go right, things that seemed okay at the time because we could not see the future. If only we could see the endless string of consequences that result from our smallest actions. But we canâ€™t know better until knowing better is useless. And as I walked back to give Takumiâ€™s note to the Colonel, I saw that I would never know. I would never know her well enough to know her thoughts in those last minutes, would never know if she left us on purpose. But the not-knowing would not keep me from caring, and I would always love Alaska Young, my crooked neighbor, with all my crooked heart."" by John Green. Tags: none"
"Come sleep with me: We won't make Love, Love will make us.",Julio CortÃ¡zar,[],none,"Quote: ""Come sleep with me: We won't make Love, Love will make us."" by Julio CortÃ¡zar. Tags: none"
The heart has its reasons which reason knows not.,Blaise Pascal,[],none,"Quote: ""The heart has its reasons which reason knows not."" by Blaise Pascal. Tags: none"
"The longer and more carefully we look at a funny story, the sadder it becomes.",Nikolai V. Gogol,[],none,"Quote: ""The longer and more carefully we look at a funny story, the sadder it becomes."" by Nikolai V. Gogol. Tags: none"
Courage is found in unlikely places.,J.R.R. Tolkien,[],none,"Quote: ""Courage is found in unlikely places."" by J.R.R. Tolkien. Tags: none"
"If you look the right way, you can see that the whole world is a garden.",Frances Hodgson Burnett,[],none,"Quote: ""If you look the right way, you can see that the whole world is a garden."" by Frances Hodgson Burnett. Tags: none"
Tears are words that need to be written.,Paulo Coelho,[],none,"Quote: ""Tears are words that need to be written."" by Paulo Coelho. Tags: none"
"Though my soul may set in darkness, it will rise in perfect light; I have loved the stars too fondly to be fearful of the night.",Sarah   Williams,[],none,"Quote: ""Though my soul may set in darkness, it will rise in perfect light; I have loved the stars too fondly to be fearful of the night."" by Sarah   Williams. Tags: none"
"Where you used to be, there is a hole in the world, which I find myself constantly walking around in the daytime, and falling in at night. I miss you like hell.",Edna St. Vincent Millay,[],none,"Quote: ""Where you used to be, there is a hole in the world, which I find myself constantly walking around in the daytime, and falling in at night. I miss you like hell."" by Edna St. Vincent Millay. Tags: none"
I bet you could sometimes find all the mysteries of the universe in someone's hand.,Benjamin Alire SÃ¡enz,[],none,"Quote: ""I bet you could sometimes find all the mysteries of the universe in someone's hand."" by Benjamin Alire SÃ¡enz. Tags: none"
Adults are just obsolete children and the hell with them.,Dr. Seuss,[],none,"Quote: ""Adults are just obsolete children and the hell with them."" by Dr. Seuss. Tags: none"
It is easy to love people in memory; the hard thing is to love them when they are there in front of you.,John Updike,[],none,"Quote: ""It is easy to love people in memory; the hard thing is to love them when they are there in front of you."" by John Updike. Tags: none"
I must learn to be content with being happier than I deserve.,Jane Austen,[],none,"Quote: ""I must learn to be content with being happier than I deserve."" by Jane Austen. Tags: none"
"Tis the privilege of friendship to talk nonsense, and to have her nonsense respected.",Charles Lamb,[],none,"Quote: ""Tis the privilege of friendship to talk nonsense, and to have her nonsense respected."" by Charles Lamb. Tags: none"
"The spell. Victor said you had to want me... to care about me... for it to work."" When he didn't say anything, I tried to grip his shirt, but my fingers were too weak. ""Did you? Did you want me?""His words came out thickly. ""Yes, Roza. I did want you. I still do. I wish... we could be together.""""Then why did you lie to me?""We reached the clinic, and he managed to open the door while still holding me. As soon as he stepped inside, he began yelling for help. ""Why did you lie?"" I murmured again.Still holding me in his arms, he looked down at me. I could hear voices and footsteps getting closer.""Because we can't be together.""""Because of the age thing, right?"" I asked. ""Because you're my mentor?""His fingertip gently wiped away a tear that had escaped down my cheek. ""That's part of it,"" he said. ""But also... well, you and I will both be Lissa's gaurdians someday. I need to protect her at all cost. If a pack of Strogoi come, I need to throw my body between them and her.""I know that. Of course that's what you have to do."" The black sparkles were dancing in front of my eyes again. I was fading out.""No. If I let myself love you, I won't throw myself in front of her. I'll throw myself in front of you.",Richelle Mead,[],none,"Quote: ""The spell. Victor said you had to want me... to care about me... for it to work."" When he didn't say anything, I tried to grip his shirt, but my fingers were too weak. ""Did you? Did you want me?""His words came out thickly. ""Yes, Roza. I did want you. I still do. I wish... we could be together.""""Then why did you lie to me?""We reached the clinic, and he managed to open the door while still holding me. As soon as he stepped inside, he began yelling for help. ""Why did you lie?"" I murmured again.Still holding me in his arms, he looked down at me. I could hear voices and footsteps getting closer.""Because we can't be together.""""Because of the age thing, right?"" I asked. ""Because you're my mentor?""His fingertip gently wiped away a tear that had escaped down my cheek. ""That's part of it,"" he said. ""But also... well, you and I will both be Lissa's gaurdians someday. I need to protect her at all cost. If a pack of Strogoi come, I need to throw my body between them and her.""I know that. Of course that's what you have to do."" The black sparkles were dancing in front of my eyes again. I was fading out.""No. If I let myself love you, I won't throw myself in front of her. I'll throw myself in front of you."" by Richelle Mead. Tags: none"
"People come, people go â€“ theyâ€™ll drift in and out of your life, almost like characters in a favorite book. When you finally close the cover, the characters have told their story and you start up again with another book, complete with new characters and adventures. Then you find yourself focusing on the new ones, not the ones from the past.",Nicholas Sparks,[],none,"Quote: ""People come, people go â€“ theyâ€™ll drift in and out of your life, almost like characters in a favorite book. When you finally close the cover, the characters have told their story and you start up again with another book, complete with new characters and adventures. Then you find yourself focusing on the new ones, not the ones from the past."" by Nicholas Sparks. Tags: none"
"The nitrogen in our DNA, the calcium in our teeth, the iron in our blood, the carbon in our apple pies were made in the interiors of collapsing stars. We are made of starstuff.",Carl Sagan,[],none,"Quote: ""The nitrogen in our DNA, the calcium in our teeth, the iron in our blood, the carbon in our apple pies were made in the interiors of collapsing stars. We are made of starstuff."" by Carl Sagan. Tags: none"
I myself have never been able to find out precisely what feminism is: I only know that people call me a feminist whenever I express sentiments that differentiate me from a doormat.,Rebecca West,[],none,"Quote: ""I myself have never been able to find out precisely what feminism is: I only know that people call me a feminist whenever I express sentiments that differentiate me from a doormat."" by Rebecca West. Tags: none"
"Always go to other people's funerals, otherwise they won't come to yours.",Yogi Berra,[],none,"Quote: ""Always go to other people's funerals, otherwise they won't come to yours."" by Yogi Berra. Tags: none"
It's no good pretending that any relationship has a future if your record collections disagree violently or if your favorite films wouldn't even speak to each other if they met at a party.,Nick Hornby,[],none,"Quote: ""It's no good pretending that any relationship has a future if your record collections disagree violently or if your favorite films wouldn't even speak to each other if they met at a party."" by Nick Hornby. Tags: none"
We are addicted to our thoughts. We cannot change anything if we cannot change our thinking.,Santosh Kalwar,[],none,"Quote: ""We are addicted to our thoughts. We cannot change anything if we cannot change our thinking."" by Santosh Kalwar. Tags: none"
"Happiness can be found, even in the darkest of times, if one only remembers to turn on the light.",J.K.Rowling,[],none,"Quote: ""Happiness can be found, even in the darkest of times, if one only remembers to turn on the light."" by J.K.Rowling. Tags: none"
"I read once that the ancient Egyptians had fifty words for sand & the Eskimos had a hundred words for snow. I wish I had a thousand words for love, but all that comes to mind is the way you move against me while you sleep & there are no words for that.",Brian Andreas,[],none,"Quote: ""I read once that the ancient Egyptians had fifty words for sand & the Eskimos had a hundred words for snow. I wish I had a thousand words for love, but all that comes to mind is the way you move against me while you sleep & there are no words for that."" by Brian Andreas. Tags: none"
"Pretty women wonder where my secret lies.I'm not cute or built to suit a fashion model's sizeBut when I start to tell them,They think I'm telling lies.I say,It's in the reach of my armsThe span of my hips,The stride of my step,The curl of my lips.I'm a womanPhenomenally.Phenomenal woman,That's me.",Maya Angelou,[],none,"Quote: ""Pretty women wonder where my secret lies.I'm not cute or built to suit a fashion model's sizeBut when I start to tell them,They think I'm telling lies.I say,It's in the reach of my armsThe span of my hips,The stride of my step,The curl of my lips.I'm a womanPhenomenally.Phenomenal woman,That's me."" by Maya Angelou. Tags: none"
"You know how they say you only hurt the ones you love? Well, it works both ways.",Chuck Palahniuk,[],none,"Quote: ""You know how they say you only hurt the ones you love? Well, it works both ways."" by Chuck Palahniuk. Tags: none"
"Even in half demon hunter clothes, Clary thought, he looked like the kind of boy who'd come over your house to pick you up for a date and be polite to your parents and nice to your pets.Jace on the other hand, looked like the kind of boy who'd come over your house and burn it down just for kicks.",Cassandra Clare,[],none,"Quote: ""Even in half demon hunter clothes, Clary thought, he looked like the kind of boy who'd come over your house to pick you up for a date and be polite to your parents and nice to your pets.Jace on the other hand, looked like the kind of boy who'd come over your house and burn it down just for kicks."" by Cassandra Clare. Tags: none"
"It's not always necessary to be strong, but to feel strong.",Jon Krakauer,[],none,"Quote: ""It's not always necessary to be strong, but to feel strong."" by Jon Krakauer. Tags: none"
